sample_id,frequency_X,frequency_Y,lineage_X,lineage_Y,country,time,X_series,frequency_X+Y
hCoV-19/USA/CA-HLX-STM-DF65Z7QDY/2022,0.002333489,6.67E-05,CR.1.1,BM.1.1.1,USA,2022-10-15_2022-11-14,Others,0.00240016
hCoV-19/USA/TX-HMH-MCoV-118877/2022,0.002268158,7.36E-05,BQ.1.1.17,BM.1.1.1,USA,2022-10-28_2022-11-27,Others,0.002341719
hCoV-19/India/UP-NCDC-8109326/2022,3.38E-05,0.002299161,BA.1.9,BA.2.78,India,2022-01-07_2022-02-06,Others,0.002332973
hCoV-19/Germany/NI-RKI-I-1001602/2022,0.002048522,0.00028117,BA.2.75.2,BF.3.1,Germany,2022-09-05_2022-10-05,XBD,0.002329692
hCoV-19/France/ARA-HCL021014414301/2021,0.001117735,0.001117735,B.1.1.519,B.1.2,France,2020-12-24_2021-01-23,Others,0.002235469
hCoV-19/England/PHEC-3V052VE4/2021,3.74E-06,0.00214023,BA.1.9,AY.39,United Kingdom,2021-11-09_2021-12-09,Others,0.002143972
hCoV-19/USA/TX-CDC-ASC210247846/2021,0.002061926,2.06E-05,AY.64,AY.3.3,USA,2021-06-26_2021-07-26,Others,0.002082477
hCoV-19/Australia/NSW-ICPMR-39701/2022,0.001172608,0.000820826,BL.1,CK.2.1.1,Australia,2022-11-18_2022-12-18,Others,0.001993433
hCoV-19/Wales/PHWC-PEZABI/2022,0.000538587,0.001447647,BA.1.13,BA.2.3.1,United Kingdom,2022-01-23_2022-02-22,Others,0.001986233
hCoV-19/USA/CA-SEARCH-62398/2021,0.00104282,0.000786564,AY.98,B.1.1.529,USA,2021-11-18_2021-12-18,Others,0.001829383
hCoV-19/USA/IL-S22WGS5823/2022,0.00179464,1.33E-05,BM.1.1,BJ.1,USA,2022-09-25_2022-10-25,Others,0.001807934
hCoV-19/USA/CA-ASC-210805747/2022,0.001717572,1.33E-05,BM.1.1,BJ.1,USA,2022-09-24_2022-10-24,Others,0.001730887
hCoV-19/France/OCC-GENBIO-U11CV3250086/2022,0.001379057,0.000275811,BM.1.1,BQ.1.1.14,France,2022-10-22_2022-11-21,Others,0.001654868
hCoV-19/Denmark/DCGC-613982/2022,7.55E-05,0.001510118,BE.4.1.1,BF.7.5.1,Denmark,2022-10-20_2022-11-19,Others,0.001585624
hCoV-19/England/QEUH-1A05E31/2021,0.000193869,0.001380348,AY.4.17,AY.122.2,United Kingdom,2021-06-24_2021-07-24,Others,0.001574217
hCoV-19/USA/TX-HMH-118504/2022,0.001514102,1.28E-05,BQ.1.1.17,BF.18,USA,2022-10-20_2022-11-19,Others,0.001526933
hCoV-19/USA/AZ-TG935143/2021,0.000824119,0.000679219,B.1.634,B.1.627,USA,2021-04-27_2021-05-27,Others,0.001503337
hCoV-19/USA/MI-MDHHS-SC40349/2022,0.000161947,0.001306371,BA.1.1.7,BA.2.23,USA,2022-03-07_2022-04-06,Others,0.001468318
hCoV-19/Australia/VIC61544/2022,0.000504796,0.000841326,BA.5,BA.2.56,Australia,2022-04-28_2022-05-28,Others,0.001346121
hCoV-19/USA/NY-NYULH9489/2022,0.001278674,1.28E-05,BQ.1.1.17,BF.18,USA,2022-10-17_2022-11-16,Others,0.001291461
hCoV-19/France/IDF-LBZCentre-YW2111150235/2021,3.19E-05,0.001244257,BA.5,BA.2,France,2021-10-16_2021-11-15,Others,0.001276161
hCoV-19/Sweden/2A61858230099/2022,0.000133735,0.001136744,BA.1.9,BA.2.25,Sweden,2021-12-22_2022-01-21,Others,0.001270478
hCoV-19/Germany/SH-RKI-I-1017091/2022,0.001146413,4.09E-05,BA.5.2.2,BM.1.1.1,Germany,2022-09-14_2022-10-14,Others,0.001187357
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-31736/2022,0.001034795,0.000129349,BA.2.38,BA.3.1,Italy,2022-03-11_2022-04-10,Others,0.001164144
hCoV-19/Australia/WA8929/2022,0.000129299,0.001034394,BJ.1,BM.1.1.1,Australia,2022-09-17_2022-10-17,XBB.1,0.001163693
hCoV-19/India/KA-SEQ-11795/2022,0.000186206,0.000968271,BA.1.9,BA.2.78,India,2021-12-09_2022-01-08,Others,0.001154476
hCoV-19/USA/TX-HMH-120680/2022,0.000354948,0.000791027,BQ.1.1.26,BA.2,USA,2022-11-20_2022-12-20,Others,0.001145975
hCoV-19/France/GES-HMN-22072050652/2022,0.000493389,0.000624959,BA.5.1.12,BA.2.45,France,2022-05-28_2022-06-27,Others,0.001118347
hCoV-19/Czech Republic/NRL_s1996/2022,0.000656886,0.000437924,BA.1.1.7,BA.2.23,Czech Republic,2022-02-17_2022-03-19,Others,0.001094811
hCoV-19/USA/NJ-CDC-LC0267168/2021,0.000979201,4.85E-05,AY.112,AY.57,USA,2021-08-08_2021-09-07,Others,0.001027676
hCoV-19/Spain/AN-CBA-09518/2021,0.00079006,7.18E-05,B.1.621.1,AY.43.4,Spain,2021-07-10_2021-08-09,Others,0.000861883
hCoV-19/India/DL-ILBS-WGS1180/2021,0.000335886,0.00047024,BA.1.13,BA.2.78,India,2021-11-26_2021-12-26,Others,0.000806127
hCoV-19/USA/MT-BHDH-3636/2022,0.000238792,0.000531854,BA.2.3.16,BA.5,USA,2022-04-30_2022-05-30,Others,0.000770646
hCoV-19/England/PHEC-YYDKPQY/2022,2.32E-05,0.000674746,BA.1.9,BA.2.16,United Kingdom,2022-02-06_2022-03-08,Others,0.000697899
hCoV-19/USA/TX-HMH-M-98409/2022,0.000367685,0.000319021,BA.5,BA.2.17,USA,2022-04-24_2022-05-24,Others,0.000686705
hCoV-19/England/QEUH-1229145/2021,7.15E-05,0.00060042,C.30,B.1.177.63,United Kingdom,2021-01-07_2021-02-06,Others,0.000671899
hCoV-19/Wales/PHWC-PJBAHK/2022,2.67E-05,0.000571729,BA.1.9,BA.2.16,United Kingdom,2022-02-03_2022-03-05,Others,0.000598476
hCoV-19/USA/MA-NEIDL-06696/2022,7.57E-05,0.000517513,BA.5,BA.2.17,USA,2022-04-09_2022-05-09,Others,0.000593247
hCoV-19/England/NORT-YBJFF6/2021,4.20E-05,0.000545846,BA.1.9,AY.112,United Kingdom,2021-11-19_2021-12-19,Others,0.000587834
hCoV-19/USA/WI-CDC-LC0652964/2022,0.000101493,0.000483582,BA.5,BA.2.17,USA,2022-04-13_2022-05-13,Others,0.000585075
hCoV-19/France/ARA-HMN-22032080422/2022,4.71E-05,0.000470832,BA.1.1.7,BA.2.7,France,2022-01-29_2022-02-28,Others,0.000517915
hCoV-19/France/NOR-CHURouen-77037203/2022,0.000399315,0.00011409,BA.4.6.2,BE.4.1.1,France,2022-09-17_2022-10-17,Others,0.000513406
hCoV-19/India/WB-INSACOG-1931503199400/2022,0.000126502,0.000379507,BA.5.2.2,BA.2.17,India,2022-05-21_2022-06-20,Others,0.000506009
hCoV-19/France/CVL-LBZCentre-A170128175/2022,9.77E-05,0.000390905,BA.2.9.7,BA.5.1.12,France,2022-06-04_2022-07-04,Others,0.000488631
hCoV-19/Germany/ST-RKI-I-858203/2022,0.000197231,0.000236677,BA.5,BA.2.9.4,Germany,2022-04-18_2022-05-18,Others,0.000433908
hCoV-19/England/MILK-272DBE1/2021,0.000265108,0.000157937,AY.4.17,AY.43.8,United Kingdom,2021-09-12_2021-10-12,Others,0.000423045
hCoV-19/England/MILK-1CCE6B2/2021,0.000369318,6.59E-06,AY.4.17,AY.23.1,United Kingdom,2021-07-28_2021-08-27,Others,0.000375913
hCoV-19/Germany/NW-RKI-I-455372/2021,1.78E-05,0.000338832,AY.4.17,B.1.1.529,Germany,2021-11-21_2021-12-21,Others,0.000356665
hCoV-19/USA/CA-CDC-LC0632863/2022,0.00022287,9.04E-05,BA.2.3.16,BA.5,USA,2022-04-11_2022-05-11,Others,0.000313223
hCoV-19/USA/CA-HLX-STM-KTV9J35C9/2023,1.39E-05,0.000291315,BJ.1,BM.1.1.1,USA,2022-12-12_2023-01-11,XBB.1.5,0.000305187
hCoV-19/USA/NY-CDC-LC0660561/2022,4.49E-05,0.000224258,BG.4,BA.5,USA,2022-04-19_2022-05-19,Others,0.00026911
hCoV-19/USA/GA-CDC-QDX42812786/2022,0.000235102,2.47E-05,BA.2.75.3,BJ.1,USA,2022-09-20_2022-10-20,Others,0.00025985
hCoV-19/Germany/NW-RKI-I-662191/2022,1.17E-05,0.000233013,BA.1.9,BA.2.23,Germany,2022-02-05_2022-03-07,Others,0.000244664
hCoV-19/USA/NJ-PHEL-V23001334/2023,1.23E-05,0.000220894,BJ.1,BM.1.1.1,USA,2022-12-06_2023-01-05,XBB.1.5,0.000233166
hCoV-19/USA/TX-HMH-120720/2022,4.06E-05,0.000182545,BQ.1.17,BM.1.1.1,USA,2022-11-20_2022-12-20,Others,0.00022311
hCoV-19/France/ARA-HMN-22032300526/2022,0.000184391,2.30E-05,BA.2.56,BA.1.9,France,2022-02-05_2022-03-07,Others,0.00020744
hCoV-19/USA/NJ-CDC-QDX43725806/2022,0.000127867,7.67E-05,BA.5.2.2,BM.1.1.1,USA,2022-10-17_2022-11-16,Others,0.000204588
hCoV-19/USA/TX-HMH-MCoV-100639/2022,2.59E-05,0.000171195,BF.13,BA.2.17,USA,2022-05-11_2022-06-10,Others,0.000197133
hCoV-19/USA/WV-CDC-LC0240905/2021,2.17E-05,0.000167101,AY.75.2,AY.98,USA,2021-08-01_2021-08-31,Others,0.000188763
hCoV-19/USA/VA-Curative-531914/2022,3.32E-05,0.000155102,BJ.1,BA.2.75.6,USA,2022-09-13_2022-10-13,Others,0.000188339
hCoV-19/England/LSPA-3E53113/2022,4.71E-05,0.000141183,B.1.1.528,BA.2.3.16,United Kingdom,2022-05-09_2022-06-08,Others,0.000188244
hCoV-19/USA/PA-VSP10659/2021,0.000176793,3.76E-06,AY.111,C.37,USA,2021-11-12_2021-12-12,Others,0.000180555
hCoV-19/Germany/SN-RKI-I-829513/2022,0.000125529,5.38E-05,BA.5,BA.2.69,Germany,2022-04-09_2022-05-09,Others,0.000179327
hCoV-19/Germany/SH-RKI-I-855210/2022,1.87E-05,0.000149889,BA.2.3.16,BA.5,Germany,2022-04-13_2022-05-13,Others,0.000168625
hCoV-19/USA/CA-SC-274500/2022,3.24E-05,0.000129461,BJ.1,BM.1.1.1,USA,2022-09-12_2022-10-12,XBB.1,0.000161826
hCoV-19/Germany/HH-RKI-I-814971/2022,2.53E-05,0.000126409,BA.3.1,BA.2.45,Germany,2022-01-17_2022-02-16,Others,0.000151691
hCoV-19/USA/CO-CDPHE-2103224586/2022,3.79E-05,9.47E-05,BA.1.1.7,BA.2.69,USA,2022-04-09_2022-05-09,Others,0.000132534
hCoV-19/England/LSPA-3F6A4C4/2022,6.47E-05,6.47E-05,BG.2,BA.5.1.18,United Kingdom,2022-07-16_2022-08-15,Others,0.000129408
hCoV-19/USA/MD-IGS-2107458754/2022,2.15E-05,0.000105368,BA.1.9,BA.2.10.1,USA,2022-01-02_2022-02-01,Others,0.000126872
hCoV-19/USA/NE-CUMC_21109064/2021,0.000107952,1.20E-05,B.1.634,B.1.631,USA,2021-03-16_2021-04-15,XB,0.000119947
hCoV-19/Belgium/AZDelta-2208-01815/2022,5.99E-05,5.99E-05,BA.1.9,BA.2.25,Belgium,2022-01-11_2022-02-10,XK,0.000119825
hCoV-19/USA/CA-CDPH-500054661/2022,0.000111953,4.00E-06,BA.2.3.1,BA.3.1,USA,2022-01-31_2022-03-02,Others,0.000115951
hCoV-19/USA/TX-Curative-346628/2022,1.80E-05,7.78E-05,BA.1.1.7,BA.2.25,USA,2022-04-15_2022-05-15,Others,9.58E-05
hCoV-19/USA/CA-CDPH-500054526/2022,9.07E-05,3.94E-06,BA.2.3.1,BA.3.1,USA,2022-01-30_2022-03-01,Others,9.46E-05
hCoV-19/USA/WA-CDC-LC0639580/2022,8.00E-05,1.23E-05,BA.5,BG.3,USA,2022-04-10_2022-05-10,XAJ,9.23E-05
hCoV-19/USA/UT-UPHL-220722520231/2022,3.76E-05,4.30E-05,BF.7,BA.4.3,USA,2022-05-18_2022-06-17,Others,8.06E-05
hCoV-19/USA/AZ-TG935252/2021,6.86E-05,8.58E-06,P.1.1,B.1.1.368,USA,2021-04-24_2021-05-24,Others,7.72E-05
hCoV-19/England/DHSC-CYYF65I/2022,3.77E-05,3.14E-05,BA.1.9,BA.2.17,United Kingdom,2022-01-16_2022-02-15,Others,6.90E-05
hCoV-19/USA/NY-PRL-221005_00F21/2022,4.77E-05,1.91E-05,BQ.1.1.17,BF.18,USA,2022-08-31_2022-09-30,Others,6.68E-05
hCoV-19/USA/MN-CDC-QDX41544296/2022,8.26E-06,4.96E-05,BA.5.2.45,BF.18,USA,2022-08-18_2022-09-17,Others,5.78E-05
hCoV-19/England/PHEC-YYDBJAB/2022,3.15E-05,2.52E-05,BA.1.9,BA.2.31,United Kingdom,2022-01-25_2022-02-24,Others,5.67E-05
hCoV-19/Germany/NW-HHU-24397/2022,2.51E-05,2.51E-05,BA.1.1.7,BA.2.17,Germany,2022-03-06_2022-04-05,Others,5.01E-05
hCoV-19/France/ARA-CHUGA-2030340947/2022,2.31E-05,2.31E-05,BA.2.14,BA.1.1.7,France,2022-02-07_2022-03-09,Others,4.63E-05
hCoV-19/England/MILK-3677FCC/2022,3.87E-05,6.45E-06,BA.1.9,BA.2.69,United Kingdom,2022-01-12_2022-02-11,Others,4.51E-05
hCoV-19/USA/DC-DFS-PHL-03850/2021,2.16E-05,3.60E-06,AY.36.1,C.37,USA,2021-11-09_2021-12-09,Others,2.52E-05
hCoV-19/USA/MA-CDCBI-CRSP_YSGT5UWQQ734H45R/2021,6.07E-06,3.04E-06,AY.60,AY.4.2,USA,2021-07-27_2021-08-26,Others,9.11E-06
